symbol, n_gaps, training_time, test_loss, test_acc, test_auc, test_f1, r2
INFO,51,3.6195969581604004,0.6932771801948547,0.5454545617103577,0.3499999940395355,0.0,-0.008574476430758038
INTC,77,6.306273937225342,0.71535325050354,0.4375,0.3968254029750824,0.0,-0.06054834471216819
INTU,77,4.484285354614258,0.7019903659820557,0.5,0.2890625,0.0,-0.01757512659099625
IP,70,5.397707939147949,0.7018367052078247,0.3571428656578064,0.42222222685813904,0.3076922595500946,-0.10779602125648524
IPG,117,6.6891398429870605,0.7481298446655273,0.3333333432674408,0.609375,0.0,-0.24786483187398423
IPGP,153,7.707907199859619,0.6931045055389404,0.5161290168762207,0.48125001788139343,0.0,-0.0009559307818265417
IQV,55,4.789068937301636,0.6993992924690247,0.27272728085517883,0.18333332240581512,0.19999997317790985,-0.020940830815365796
IR,99,4.540120840072632,0.6728293895721436,0.6000000238418579,0.5052083134651184,0.0,0.0003192948358629044
IRM,63,5.895930051803589,0.6533593535423279,0.7692307829856873,0.5666666626930237,0.0,-0.2964800264474672
ISRG,91,6.7890801429748535,0.7032299041748047,0.42105263471603394,0.7897727489471436,0.0,-0.04640429378383182
IT,76,8.239327192306519,0.7162114381790161,0.375,0.8916666507720947,0.5454545021057129,-0.11592455926348455
ITW,62,4.588957071304321,0.6730148196220398,0.6153846383094788,0.4125000238418579,0.0,-0.013877661011874487
IVZ,118,6.521389961242676,0.6893503665924072,0.625,0.6258741021156311,0.6666666269302368,0.0006528640338173686
J,34,3.9399659633636475,0.6335686445236206,0.7142857313156128,0.75,0.8333333134651184,-0.08032310119988684
JBHT,68,10.113824367523193,0.708177387714386,0.7142857313156128,0.6428571343421936,0.7777777314186096,-0.019255002442361446
JCI,74,5.378441333770752,0.697879433631897,0.5333333611488342,0.375,0.695652186870575,-0.013716765835414035
JKHY,40,3.3272950649261475,0.5580846071243286,0.875,0.7857142686843872,0.9333332777023315,-0.6765519423752957
JNJ,21,2.952116012573242,0.7459743618965149,0.4000000059604645,0.9166666865348816,0.0,-0.15038899769711134
JNPR,84,6.637105941772461,0.7306073904037476,0.29411765933036804,0.6833333373069763,0.45454543828964233,-0.29392154656902303
JPM,57,4.380397081375122,0.8730206489562988,0.25,0.6481481194496155,0.0,-0.7993662795168808
K,36,12.883584022521973,1.0864546298980713,0.5,0.5333333015441895,0.5999999046325684,-0.3165239672394633
KEY,109,8.89694595336914,0.7070605754852295,0.5,0.5041322112083435,0.0,-0.027335969630859047
KEYS,94,6.095924139022827,0.7403661608695984,0.42105263471603394,0.33522725105285645,0.5925925374031067,-0.1210257372582324
KHC,45,3.5155580043792725,0.688148021697998,0.5555555820465088,0.625,0.333333283662796,-0.002378778493685507
KIM,123,8.973688125610352,0.7011244297027588,0.47999998927116394,0.37867647409439087,0.47999998927116394,-0.16721734592522486
KLAC,131,5.888893127441406,0.7137854099273682,0.29629629850387573,0.4506578743457794,0.0,-0.24845331529777526
KMB,38,3.379777669906616,0.6057708263397217,0.75,0.8333333134651184,0.0,-0.10362142863753543
KMI,104,6.744049787521362,0.7159545421600342,0.4761904776096344,0.5363636612892151,0.6451612710952759,-0.04737759609960057
KMX,96,6.359758138656616,0.6929699182510376,0.5,0.6354166269302368,0.5454545021057129,-0.04129079460146001
KO,24,3.526141881942749,0.672505795955658,0.6000000238418579,0.5,0.0,0.0010037899642756365
KR,64,5.208323001861572,0.6732439994812012,0.6153846383094788,0.48750001192092896,0.0,-0.01358692751522339
KSU,84,5.353447914123535,0.7306053042411804,0.3529411852359772,0.22727273404598236,0.0,-0.17635397899253502
L,76,4.908231258392334,0.5774635076522827,0.8125,0.5897436141967773,0.0,-0.26697942316231726
LDOS,71,5.1587560176849365,0.7115187644958496,0.5333333611488342,0.535714328289032,0.0,-0.039663425109089934
LEG,107,6.632768869400024,0.691413402557373,0.5,0.7190083265304565,0.0,0.0033962568069912935
LEN,129,18.58084797859192,0.7686890363693237,0.5384615659713745,0.5181818008422852,0.45454540848731995,-0.14031331980838746
LH,61,6.550002336502075,0.8187982439994812,0.23076924681663513,0.7166666388511658,0.3749999701976776,-0.7571758031158018
LHX,43,14.51320505142212,0.8546062111854553,0.4444444477558136,0.4749999940395355,0.4444444179534912,-0.3156137668459673
LIN,37,5.149054050445557,0.6963924765586853,0.5,0.5625,0.6666666269302368,-0.006212528296384079
LKQ,118,9.101783752441406,0.6905081272125244,0.6666666865348816,0.5804195404052734,0.6666666865348816,-0.0016792644484038277
LLY,43,3.7969930171966553,0.7609922885894775,0.3333333432674408,0.3055555820465088,0.0,-0.2761482155429569
LMT,39,3.6394131183624268,0.6309621334075928,0.75,0.5416666269302368,0.0,-0.16855522058754957
LNC,173,35.06509709358215,0.9866015911102295,0.37142857909202576,0.3986014127731323,0.22857141494750977,-0.542632960134634
LNT,37,3.576557159423828,0.6629031896591187,0.625,0.6666666269302368,0.7692307233810425,-0.0026131095335302224
LOW,74,6.012020111083984,0.7846581339836121,0.20000001788139343,0.2638888955116272,0.3333333134651184,-0.8464911084086753
LRCX,153,10.116806030273438,0.755266010761261,0.35483869910240173,0.5977272987365723,0.5238094329833984,-0.2261700971125189
LUMN,23,3.2010200023651123,0.8089426159858704,0.20000000298023224,0.125,0.0,-0.920688775623115
LUV,114,8.836368083953857,0.7092873454093933,0.3913043439388275,0.5539215803146362,0.4166666567325592,-0.33831965285846644
LVS,121,8.651591777801514,0.6817076802253723,0.5600000023841858,0.5681818127632141,0.0,0.008508898060157422
LW,71,6.10657262802124,0.7231322526931763,0.3333333432674408,0.46000000834465027,0.4999999701976776,-0.19229735678087057
LYB,132,8.758370876312256,0.6966952085494995,0.48148149251937866,0.6675823926925659,0.6499999761581421,-0.0085048028152237
LYV,154,8.263337850570679,0.650783896446228,0.6451612710952759,0.5181818008422852,0.0,-0.0008414864570511771
MA,61,7.581036806106567,0.5524147748947144,0.8461538553237915,0.9318181872367859,0.0,-0.38945242123933754
MAA,47,4.671686887741089,0.7044682502746582,0.5,0.37999996542930603,0.0,-0.02238921098465374
MAR,102,17.55034375190735,0.8251476287841797,0.4761904776096344,0.3611111044883728,0.52173912525177,-0.25825740056882895
MAS,83,8.61221194267273,0.7016019821166992,0.529411792755127,0.4305555820465088,0.6923076510429382,-0.01998254962453405
MCD,26,4.2949957847595215,0.6664122939109802,0.6666666865348816,0.3125,0.0,-0.05177596928137618
MCHP,127,8.448421955108643,0.6793732643127441,0.5769230723381042,0.5484848022460938,0.0,0.0037977855144902817
MCK,73,6.668370008468628,0.5957433581352234,0.7333333492279053,0.3863636255264282,0.8461538553237915,-0.03529883554773572
MCO,63,9.175607919692993,0.6847666501998901,0.692307710647583,0.5238094925880432,0.4999999701976776,0.010863430951691733
MDT,42,4.341745853424072,0.7298038601875305,0.3333333432674408,0.5277777910232544,0.0,-0.20721273166603948
MET,90,11.750144958496094,0.6720940470695496,0.6666666865348816,0.5902777910232544,0.5714284777641296,-0.07540733669265642
MGM,180,10.734547138214111,0.7001188397407532,0.5,0.5108024477958679,0.0,-0.01385122722018206
MHK,106,8.041259050369263,0.7155067324638367,0.5,0.6198347210884094,0.0,-0.04365489549970558
MKC,45,16.20951509475708,0.4801369905471802,0.7777777910232544,1.0,0.7499999403953552,0.39049607346135795
MKTX,72,7.17024302482605,0.7516307830810547,0.46666669845581055,0.3303571343421936,0.6363636255264282,-0.11781933491963126
MLM,98,7.327810049057007,0.779681384563446,0.45000001788139343,0.631313145160675,0.6206896305084229,-0.17697946489057848
MMC,34,5.647413015365601,0.5975050926208496,0.7142857313156128,0.4000000059604645,0.8333333134651184,0.0014393736141083968
MMM,41,4.4996538162231445,0.6037685871124268,0.8888888955116272,0.3125,0.0,-1.0810575905682183
MNST,72,8.378063201904297,0.6869397163391113,0.46666669845581055,0.5357142686843872,0.0,0.007948428964938303
MO,47,4.8378660678863525,0.7094132900238037,0.30000001192092896,0.6428571343421936,0.0,-0.22918606882522763
MOS,159,22.85437798500061,0.6960886716842651,0.53125,0.5568181872367859,0.3999999463558197,-0.17042825416420038
MPC,152,8.850910902023315,0.8041184544563293,0.35483869910240173,0.5863636136054993,0.0,-0.32807353767319936
MPWR,126,11.137468338012695,0.7108655571937561,0.46153849363327026,0.6220238208770752,0.6315789222717285,-0.041167574162387366
MRK,34,7.428068161010742,0.6968214511871338,0.4285714626312256,0.5,0.4999999701976776,-0.2339941813037083
MRNA,255,16.3405020236969,0.6840062141418457,0.5686274766921997,0.554858922958374,0.0,-0.0006129452875718311
MRO,270,13.143915891647339,0.6956576704978943,0.3888888955116272,0.4740532338619232,0.35248446464538574,-0.027572342183208365
MS,82,8.099150896072388,0.69309002161026,0.47058823704719543,0.5972222685813904,0.0,-0.0033621995875776634
MSCI,86,7.197857856750488,0.7039931416511536,0.3888888955116272,0.5324675440788269,0.0,-0.07474498913614513
MSFT,56,5.823561906814575,0.6588572263717651,0.6666666865348816,0.328125,0.0,-0.04820809547363214
MSI,52,9.598155736923218,0.669334888458252,0.5454545617103577,0.6833333969116211,0.7058823108673096,0.037120667190914
MTB,85,8.60629415512085,0.6832398772239685,0.5882353186607361,0.5214285850524902,0.7407406568527222,-0.011700836903390632
MTCH,211,21.830684900283813,0.7325716018676758,0.4651162624359131,0.4729437232017517,0.49261075258255005,-0.07701848949646006
MTD,54,9.024168014526367,0.6847231984138489,0.6363636255264282,0.550000011920929,0.4999999701976776,0.008651936485903122
MU,185,8.676941156387329,0.6941161751747131,0.5405405759811401,0.4941520392894745,0.10526315122842789,-0.0026678717016648257
NCLH,179,9.443763256072998,0.648996114730835,0.6666666865348816,0.371527761220932,0.0,-0.02646439039982229
NDAQ,50,4.893582105636597,0.7702614665031433,0.30000001192092896,0.5714285373687744,0.0,-0.3723747832855724
NEE,38,8.690707921981812,0.7002347111701965,0.375,0.2916666567325592,0.2857142388820648,-0.3522272298950515
NEM,108,8.294044017791748,0.7119787931442261,0.4545454680919647,0.5,0.6249999403953552,-0.04606646205508991
NFLX,121,7.496305227279663,0.672074556350708,0.6800000071525574,0.4742647111415863,0.0,-0.10054602168432192
NI,46,4.44120192527771,0.6834122538566589,0.6000000238418579,0.6666666865348816,0.7499999403953552,-0.02140104128475384
NKE,62,7.878380060195923,0.678505539894104,0.7692307829856873,0.402777761220932,0.3999999463558197,-0.13927235939288818
NLOK,55,6.970582008361816,0.705301821231842,0.5454545617103577,0.4833333194255829,0.0,-0.03140157706820035
NLSN,121,8.56076431274414,0.7285977602005005,0.4399999976158142,0.4902597665786743,0.0,-0.0856362235724395
NOC,48,16.799525022506714,0.5144261717796326,0.800000011920929,0.6666666269302368,0.6666666269302368,0.3018014095184477
NOW,129,9.553907871246338,0.6924493908882141,0.5384615659713745,0.4345238208770752,0.0,-0.004502337868987016
NRG,170,11.580007076263428,0.6493253111839294,0.7647058963775635,0.8295454382896423,0.7999999523162842,0.0008929522687159963
NSC,75,7.302289962768555,0.6928268074989319,0.46666669845581055,0.5803571343421936,0.0,-0.0038226476349245697
NTAP,122,9.70005488395691,0.7106062769889832,0.5199999809265137,0.2660256326198578,0.684210479259491,-0.03567280909944537
NTRS,80,6.502931118011475,0.661264181137085,0.75,0.5520833134651184,0.0,-0.2484485080546035
NUE,111,11.280862808227539,0.6871193647384644,0.52173912525177,0.6742424368858337,0.52173912525177,0.010179152644511524
NVDA,156,11.930130004882812,0.7218029499053955,0.28125,0.5628019571304321,0.0,-0.3073744216916783
NVR,84,6.842560052871704,0.6677445769309998,0.6470588445663452,0.49242424964904785,0.0,-0.039270925569945714
NWL,127,12.879019975662231,0.7094953656196594,0.42307692766189575,0.5218750238418579,0.2857142388820648,-0.09062390277342947
NWS,73,19.782264232635498,1.0022331476211548,0.40000003576278687,0.3799999952316284,0.47058817744255066,-0.7041038547133665
NWSA,100,8.728971004486084,0.6909202933311462,0.550000011920929,0.4696969985961914,0.0,-0.0055138431504471175
NXPI,142,31.26842188835144,0.9025586843490601,0.517241358757019,0.5735293626785278,0.5333332419395447,-0.26714098836401723
O,52,6.4091503620147705,0.8126134276390076,0.5454545617103577,0.3166666626930237,0.0,-0.20611625377159903
ODFL,85,8.47774600982666,0.691698431968689,0.6470588445663452,0.24242421984672546,0.7857142686843872,-0.09148193779497849
OGN,6,5.351128101348877,0.44952648878097534,1.0,1.0,0.9999998807907104,0.4687230469950645
OKE,193,11.371106147766113,0.6934704780578613,0.5128205418586731,0.48289474844932556,0.6469387412071228,-0.001306857563220909
OMC,69,7.947877883911133,0.6941224336624146,0.5,0.3333333134651184,0.6315789818763733,-0.091017320429293
ORCL,58,6.216207027435303,0.563207745552063,0.8333333730697632,0.6000000238418579,0.0,-0.33988978221280175
ORLY,63,13.968549013137817,0.717198371887207,0.5384615659713745,0.3499999940395355,0.6999999284744263,-0.46139583345373825
OTIS,21,4.213095188140869,0.6875131726264954,0.6000000238418579,0.4166666567325592,0.0,-0.029919282903988043
OXY,171,11.792070150375366,0.6989690661430359,0.5428571701049805,0.4259868264198303,0.0,-0.018562727247445343
PAYC,178,23.09183692932129,0.7695643305778503,0.472222238779068,0.49512988328933716,0.22580641508102417,-0.1734418226002974
PAYX,55,6.439751863479614,0.6928136944770813,0.5454545617103577,0.3500000238418579,0.7058823108673096,-0.007657360709386829
PBCT,107,11.88938593864441,0.6789938807487488,0.5454545617103577,0.7416666150093079,0.7058823108673096,0.01950874849855
PCAR,72,7.0277791023254395,0.8155055046081543,0.3333333432674408,0.550000011920929,0.0,-0.3931202221983636
PEAK,56,7.567323207855225,0.7079401016235352,0.4166666865348816,0.3999999761581421,0.5882352590560913,-0.058943135191553475
PEG,43,4.98542594909668,0.690956175327301,0.5555555820465088,0.3499999940395355,0.714285671710968,-0.007860998889096082
PENN,262,28.21085000038147,0.6880980730056763,0.5849056839942932,0.5542857050895691,0.5380116701126099,0.007008757690539991
PEP,27,4.395629167556763,0.7069187164306641,0.3333333432674408,0.75,0.4999999701976776,-0.1559696530706629
PFE,33,5.687718152999878,0.7387402653694153,0.4285714626312256,0.5416666269302368,0.0,-0.11241022137593326
PFG,130,18.35485291481018,0.7133547067642212,0.46153849363327026,0.3843749761581421,0.6111111044883728,-0.1017680579788991
PG,23,5.064462184906006,0.6504963040351868,0.6000000238418579,0.8333333134651184,0.0,0.04609948277205733
PGR,49,16.844609022140503,1.0171691179275513,0.4000000059604645,0.4523809552192688,0.3999999761581421,-0.792763620225911
PH,93,6.488208055496216,0.6922683715820312,0.5263158082962036,0.5277777910232544,0.6896551251411438,-0.0010159034020154056
PHM,146,10.138526916503906,0.6885125637054443,0.5333333611488342,0.5848214626312256,0.0,0.004734756646308957
PKG,65,6.581393718719482,0.6967436075210571,0.5384615659713745,0.2619047462940216,0.0,-0.01317703461067432
PKI,74,7.035425901412964,0.7136642336845398,0.46666669845581055,0.6071428060531616,0.0,-0.04530106042442794
PLD,60,6.151530981063843,0.6916046142578125,0.5,0.5142857432365417,0.625,-0.025399586024871468
PM,46,4.93368124961853,0.7240197062492371,0.10000000149011612,0.2222222238779068,0.0,-1.9491760813965766
PNC,85,8.36265516281128,0.6992173790931702,0.529411792755127,0.514285683631897,0.6363636255264282,-0.0446388669685176
PNR,84,6.791053056716919,0.6825981140136719,0.5882353186607361,0.4285714030265808,0.0,-0.010395525087818047
PNW,33,4.865949869155884,0.5480806231498718,0.8571429252624512,0.5,0.9230769276618958,-0.45976523767950006
POOL,68,15.000255107879639,0.73432856798172,0.5714285969734192,0.6499999761581421,0.4999999701976776,-0.31763694483061244
PPG,61,9.170283794403076,0.680335521697998,0.5384615659713745,0.7023809552192688,0.0,0.019688242921036325
PPL,38,5.989115953445435,0.9546817541122437,0.25,0.3750000298023224,0.0,-0.9945129516857059
PRU,97,9.991600751876831,0.7112993597984314,0.45000001788139343,0.691919207572937,0.6206896305084229,-0.04658572987970877
PSA,35,7.710072755813599,0.7739498615264893,0.4285714626312256,0.5,0.5999999642372131,-0.18035016216142297
PSX,114,7.755264043807983,0.7004623413085938,0.52173912525177,0.3295454680919647,0.0,-0.016324983076411392
PTC,114,7.943288087844849,0.6636034846305847,0.6521739363670349,0.3916666507720947,0.0,-0.03724217759275117
PVH,176,20.636001110076904,0.7137575745582581,0.5555555820465088,0.5292207598686218,0.630630612373352,-0.08837203600056598
PWR,109,10.255091190338135,0.670924723148346,0.6363636255264282,0.5267857313156128,0.0,-0.032532572818942285
PXD,189,25.6033878326416,0.6551735401153564,0.6052631735801697,0.6932772994041443,0.5333333015441895,0.06625254814172843
PYPL,99,9.889700174331665,0.6969558000564575,0.4000000059604645,0.4750000238418579,0.333333283662796,-0.007624212129131891
QCOM,110,7.786780834197998,0.6510982513427734,0.6363636255264282,0.629464328289032,0.7777777314186096,0.00862917303797639
QRVO,175,10.762825965881348,0.700823962688446,0.4285714328289032,0.6066666841506958,0.0,-0.036489984412005017
RCL,150,7.665306806564331,0.6837366819381714,0.5666667222976685,0.5837104320526123,0.7234042286872864,0.0010200754313962612
RE,62,7.001166105270386,0.762297511100769,0.46153849363327026,0.5833333134651184,0.6315789222717285,-0.13964729374012874
REG,69,7.635030031204224,0.7128695249557495,0.5,0.5510204434394836,0.0,-0.03864942640848845
REGN,113,12.392759799957275,0.6993428468704224,0.3913043439388275,0.4523809552192688,0.3636363446712494,-0.06260857724455793
RF,128,11.123329162597656,0.722268283367157,0.38461539149284363,0.3812499940395355,0.0,-0.11748052042924795
RHI,104,11.637081146240234,0.6702414155006409,0.6190476417541504,0.5625,0.7647058367729187,-0.011741244689305264
RJF,95,13.831654071807861,0.7229189872741699,0.4736842215061188,0.4166666567325592,0.5454545617103577,-0.06222084586491028
RL,120,9.54527735710144,0.6909896731376648,0.4583333432674408,0.4750000238418579,0.6285714507102966,-0.024144023235270096
RMD,57,10.325620889663696,0.6770296096801758,0.6666666865348816,0.859375,0.7142857313156128,-0.08878545503184831
ROK,88,9.153190851211548,0.7091209292411804,0.4444444477558136,0.7250000238418579,0.615384578704834,-0.04492381250047428
ROL,57,6.971750974655151,0.7072439193725586,0.4166666865348816,0.27142855525016785,0.5882352590560913,-0.05752913653490044
ROP,46,10.587056875228882,0.7095360159873962,0.5,0.07999999821186066,0.6666666269302368,-0.03273799471062944
ROST,97,7.61040472984314,0.7762705683708191,0.3499999940395355,0.5934065580368042,0.5185184478759766,-0.27866040951397775
RSG,27,5.491028070449829,0.7160622477531433,0.3333333432674408,0.6875,0.4999999701976776,-0.1764337109934322
RTX,29,4.596185207366943,0.6922681331634521,0.6666666865348816,0.4444444179534912,0.4999999701976776,0.001759691929436813
SBAC,57,10.911606073379517,0.6828252673149109,0.5833333730697632,0.3999999463558197,0.0,-0.007351613365557563
SBUX,49,5.338994979858398,0.7239696979522705,0.5,0.46000000834465027,0.6666666269302368,-0.0598239891088681
SCHW,150,7.563333988189697,0.711647629737854,0.5333333611488342,0.3526785969734192,0.0,-0.03991445747505229
SEE,76,9.540791749954224,0.705803394317627,0.375,0.3650793731212616,0.5454545617103577,-0.04154799601184256
SHW,60,8.53426194190979,0.6188730001449585,0.8333333730697632,0.800000011920929,0.9090908765792847,-0.5340506900534572
SIVB,157,16.192533016204834,0.7561652064323425,0.5,0.5454545021057129,0.46666663885116577,-0.24149705400423827
SJM,38,5.251936912536621,0.8621796369552612,0.25,0.7083333134651184,0.3999999761581421,-0.7725216896512233
SLB,128,11.870385885238647,0.7028846144676208,0.46153849363327026,0.425595223903656,0.29999998211860657,-0.025502640651090758
SNA,75,9.540104866027832,0.6519684195518494,0.6666666865348816,0.690000057220459,0.7999999523162842,-0.03302026682820025
SNPS,78,8.11456298828125,0.6870518326759338,0.5625,0.357142835855484,0.7199999690055847,-0.003506433887540794
SO,24,11.065924167633057,0.45209071040153503,0.800000011920929,1.0,0.8888888359069824,0.14006457164540098
SPG,93,16.053505897521973,0.6113754510879517,0.6315789222717285,0.7628205418586731,0.7407407760620117,0.026147045602183283
SPGI,53,8.809889793395996,0.6976132392883301,0.4545454680919647,0.5178571939468384,0.2499999701976776,-0.09000196973356522
SRE,46,5.148982048034668,0.6883253455162048,0.6000000238418579,0.4375,0.7499999403953552,-0.03162287920152518
STE,44,5.41552209854126,0.7022709846496582,0.4444444477558136,0.8250000476837158,0.0,-0.03099958630355326
STT,101,7.799129009246826,0.7035272121429443,0.4761904776096344,0.6454545259475708,0.0,-0.022991566040699185
STX,143,12.199116706848145,0.6973776817321777,0.48275861144065857,0.4333333373069763,0.0,-0.009647861227089827
STZ,63,8.519484281539917,0.6945440173149109,0.5384615659713745,0.369047611951828,0.699999988079071,-0.008748908069924566
SWK,101,9.675373077392578,0.6793067455291748,0.6666666865348816,0.3214285373687744,0.0,-0.09388391666069107
SWKS,150,7.994220018386841,0.6927202939987183,0.5,0.5222222208976746,0.6666666269302368,0.0008516819935731057
SYF,142,11.535179138183594,0.6974276900291443,0.41379308700561523,0.5264423489570618,0.585365891456604,-0.019463638757865054
SYK,57,8.714300155639648,0.6882736086845398,0.5833333730697632,0.7857142686843872,0.0,-0.017855940231694678
SYY,60,8.365114212036133,0.6858853101730347,0.5833333730697632,0.5428571105003357,0.0,-0.013641857317721273
T,32,5.901592016220093,0.8641219735145569,0.2857142984867096,0.6499999761581421,0.0,-0.6304750716944856
TAP,80,16.113033771514893,0.7351912260055542,0.375,0.5750000476837158,0.2857142388820648,-0.15394074602665175
TDG,104,8.75211501121521,0.7029621005058289,0.4761904776096344,0.16818180680274963,0.6451612710952759,-0.021925037634616507
TDY,82,8.051666975021362,0.6878777742385864,0.5882353186607361,0.5785714387893677,0.7407406568527222,-0.019933094837480736
TECH,72,12.81678295135498,0.6956743001937866,0.40000003576278687,0.5277777910232544,0.5263156890869141,-0.04693811713439522
TEL,75,10.008402824401855,0.6953965425491333,0.46666669845581055,0.4000000059604645,0.555555522441864,-0.1300589270848016
TER,147,10.607129096984863,0.7009614706039429,0.4333333671092987,0.3973214030265808,0.31999996304512024,-0.020144624251327237
TFC,65,10.533332824707031,0.6935226321220398,0.6153846383094788,0.612500011920929,0.615384578704834,-0.05703968902929857
TFX,63,9.242712020874023,0.7408255338668823,0.3076923191547394,0.6388888955116272,0.0,-0.2849353149771976
TGT,52,6.955172777175903,0.6523704528808594,0.6363636255264282,0.6964285373687744,0.7777777314186096,0.006401642678975361
TJX,67,9.750558853149414,0.6962558031082153,0.5714285969734192,0.34375,0.0,-0.02706803370550559
TMO,61,10.359757900238037,0.8166823983192444,0.3076923191547394,0.4444444477558136,0.0,-0.457297221799734
TMUS,66,8.52422285079956,0.771892249584198,0.4285714626312256,0.4479166567325592,0.0,-0.17655167099479452
TPR,152,9.996847867965698,0.7031103372573853,0.4838709533214569,0.5020833015441895,0.0,-0.020869265053180985
TRMB,106,12.356683015823364,0.7407174706459045,0.4545454680919647,0.42916667461395264,0.6249999403953552,-0.1020718209760556
TROW,71,7.62390923500061,0.7062867283821106,0.46666669845581055,0.5357142686843872,0.0,-0.03072517260441021
TRV,50,5.474244832992554,0.673234760761261,0.6000000238418579,0.5,0.0,-0.00044040375859455416
TSCO,73,10.003828048706055,0.6987045407295227,0.5333333611488342,0.3750000298023224,0.3636363446712494,-0.015610245912036858
TSLA,218,12.90921401977539,0.6863055229187012,0.5909091234207153,0.6418219804763794,0.4999999701976776,0.011632190810931808
TSN,70,10.00208306312561,0.7369840741157532,0.4285714626312256,0.1979166716337204,0.5999999642372131,-0.10921389129177128
TT,37,4.9661643505096436,0.8512506484985352,0.25,0.3333333134651184,0.3999999761581421,-0.7451868648034861
TTWO,105,11.678847074508667,0.7307581305503845,0.2857142984867096,0.4277777671813965,0.4444444477558136,-0.3168887413828463
TWTR,166,10.152159929275513,0.7026458382606506,0.38235294818878174,0.43589746952056885,0.2888888716697693,-0.07870856055842945
TXN,81,13.413740158081055,0.6825582981109619,0.6470588445663452,0.44696974754333496,0.7499999403953552,-0.07024366472953236
TXT,137,9.970817804336548,0.7099887728691101,0.3214285969734192,0.6169590950012207,0.4864864945411682,-0.1847528879241327
TYL,58,9.791950941085815,0.7378181219100952,0.3333333432674408,0.5,0.0,-0.22496855416791384
UA,197,13.665410041809082,0.7090814709663391,0.4749999940395355,0.3947368562221527,0.0,-0.034211087060120215
UAA,174,24.096397876739502,0.7022143602371216,0.4285714328289032,0.5212418437004089,0.2857142686843872,-0.020067553171675412
UAL,145,9.29745888710022,0.68185955286026,0.5862069129943848,0.3799019455909729,0.0,-0.007347052409228283
UDR,48,5.561321020126343,0.6463238596916199,0.699999988079071,0.380952388048172,0.8235293626785278,-0.07965719881114142
UHS,83,10.037981033325195,0.6916224360466003,0.5882353186607361,0.45714282989501953,0.7407406568527222,-0.026563125474790006
ULTA,101,7.598016023635864,0.6882743239402771,0.5714285969734192,0.5528846383094788,0.6399999856948853,-0.04977247552919595
UNH,48,5.351763010025024,0.6346058249473572,0.699999988079071,0.4285714626312256,0.8235293626785278,-0.052559148649231835
UNP,60,7.336806297302246,0.6886709928512573,0.5,0.7916666269302368,0.6666666269302368,0.008845576648523035
UPS,48,5.618295192718506,0.682713508605957,0.699999988079071,0.7619047164916992,0.0,-0.16564084496626763
URI,185,19.805798053741455,0.6722868084907532,0.6216216087341309,0.6205357313156128,0.5735293626785278,0.024977214267778658
USB,72,10.892729043960571,0.691967248916626,0.5333333611488342,0.5833332538604736,0.4615384042263031,-0.03921014856371641
V,44,6.161807060241699,0.6872482895851135,0.5555555820465088,0.574999988079071,0.0,-0.0006636295025439498
VFC,99,6.609320878982544,0.6814896464347839,0.6500000357627869,0.6927083134651184,0.2222221940755844,-0.017397041787378553
VIAC,82,11.209856033325195,0.7442560195922852,0.47058823704719543,0.6111111044883728,0.0,-0.1029426563844118
VLO,127,12.923837900161743,0.7280100584030151,0.42307692766189575,0.663636326789856,0.0,-0.09503713921592993
VMC,101,6.5642030239105225,0.6807218790054321,0.5714285969734192,0.6851851940155029,0.7272727489471436,0.004462307398756193
VNO,90,10.11981201171875,0.7225449085235596,0.3888888955116272,0.649350643157959,0.0,-0.11355243967717543
VRSK,39,5.1835668087005615,0.6640690565109253,0.625,0.4000000059604645,0.7692307233810425,-0.005006805790711999
VRSN,57,9.295281887054443,0.695162296295166,0.5,0.671875,0.5714285373687744,-0.12952275227031773
VRTX,108,12.911773920059204,0.7368994951248169,0.3181818127632141,0.8142858147621155,0.0,-0.2528546116399888
VTR,88,8.760216236114502,0.7225051522254944,0.3888888955116272,0.7207791805267334,0.0,-0.11345092443335192
VTRS,11,4.619924306869507,0.7271604537963867,0.3333333432674408,0.0,0.0,-0.20136308385294677
VZ,17,5.929480791091919,0.6189281940460205,0.75,1.0,0.0,-0.13683426137774535
WAB,85,9.424483060836792,0.6849265694618225,0.47058823704719543,0.6388888955116272,0.6086956262588501,0.012994441506165022
WAT,66,10.056343078613281,0.710193932056427,0.4285714626312256,0.1836734563112259,0.0,-0.033999961749599406
WBA,54,9.084540128707886,0.7135103940963745,0.27272728085517883,0.4583333134651184,0.0,-0.3116980005464631
WDC,172,11.356499910354614,0.6840371489524841,0.6285714507102966,0.4440559446811676,0.0,-0.051303683117220444
WEC,31,5.330729961395264,0.7421979308128357,0.4285714626312256,0.5416666865348816,0.5999999642372131,-0.119419337812392
WELL,69,7.990787744522095,0.7586667537689209,0.3571428656578064,0.4888888895511627,0.0,-0.22997329385836518
WFC,62,7.870706081390381,0.7253239750862122,0.46153849363327026,0.4880952537059784,0.0,-0.06973742742414135
WHR,120,8.635016918182373,0.6589229106903076,0.7083333730697632,0.5924369692802429,0.8292683362960815,-0.12746434353789282
WLTW,60,20.570402145385742,0.6609601974487305,0.5833333730697632,0.9142857789993286,0.4444444477558136,0.026726421984521465
WM,25,5.397228956222534,0.8653013110160828,0.4000000059604645,1.0,0.0,-0.3754415817772929
WMB,158,14.442867994308472,0.6597691774368286,0.78125,0.44285717606544495,0.0,-0.3653424933282383
